,Artist,Title,spotify_id,acousticness,dancability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isTop100
3524,Yahir,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe),781A90eEnO9NarvwSyNFUQ,0.14,0.636,0.716,0,2,0.145,-6.064,0,0.0352,143.912,0.787,0
3525,Jennifer Lopez,We Gotta Talk,3HsrcX8pSr7NCxYhfrtczZ,0.0253,0.783,0.896,0.00047,5,0.112,-3.942,1,0.0892,132.688,0.841,0
3526,Capital Tax,Givin' It Back,5clLTbjYiMS8fhtrXQx8RB,0.0238,0.888,0.525,0.00175,11,0.149,-12.418,0,0.239,106.028,0.438,0
3527,Mikey Dread,Livin in the Jungle,2wpkkiysJxUVcgN0IiyMru,0.178,0.731,0.519,4.52E-05,8,0.028,-12.937,0,0.047,159.566,0.961,0
3528,AFI,Affliction,2pHxFL26gxeS4ZnGTxJZAf,0.00033,0.403,0.906,0.0261,8,0.281,-5.546,0,0.0587,104.59,0.333,0
3529,Zeca Baleiro,Proibida Pra Mim (Grazon),5Te6AchmV1n93VD6DUDN3X,0.722,0.65,0.361,0,7,0.097,-10.614,1,0.0328,132.839,0.54,0
3530,Cowboy Mouth,Jenny Says,3HSBCz4Tj3l1gtjvXal9ey,0.0742,0.528,0.733,1.29E-05,6,0.159,-4.373,0,0.06,78.277,0.728,0
3531,Dyango,Todo Tiene Su Fin,3bDO5ljQCZS9Hz7NcGXoxc,0.37,0.169,0.733,2.98E-06,11,0.134,-3.433,0,0.0464,151.862,0.234,0
3532,Capone-N-Noreaga,Beef,6qDqV7ftPg4drJRyyWyOdA,0.0497,0.391,0.781,8.02E-06,0,0.396,-4.931,0,0.309,158.535,0.341,0
3533,Erkki Junkkarinen,Nuoruusmuistoja,3Fo0wHPTA2ZV3K02IMwqhC,0.768,0.298,0.248,2.75E-06,4,0.469,-12.592,0,0.0368,163.021,0.392,0
3534,Flutlicht,Ahmea,2dCvdljp91CgaJuCNqoqJC,0.000725,0.768,0.978,0.839,8,0.0227,-6.17,1,0.0763,141.001,0.274,0
3535,Patric C,Find The Office,1YqLS9LafQscaIJwoAoyg6,0.011,0.656,0.815,0.955,2,0.326,-7.817,1,0.121,153.908,0.327,0
3536,Kitaro,Quasar,6xrSVKIAyVgx2txwIdDBrj,0.00719,0.445,0.758,0.19,9,0.634,-10.697,0,0.0311,94.733,0.367,0
3537,Tommy Overstreet,If I Miss You Again Tonight,6IZ3j4yjKxHnzK1zIk9QDY,0.681,0.703,0.382,4.11E-05,10,0.18,-10.203,1,0.0253,93.85,0.492,0
3538,Chris Brown,I Love U,6KRSYQhzAVRTY0U87xIKqn,0.0162,0.739,0.658,2.67E-06,2,0.309,-6.793,1,0.101,100.009,0.588,0
3539,Alain Souchon,Le Bagad De Lann Bihoue,0NGRQFUCALCNS6hYnZYxo5,0.0297,0.305,0.671,0,3,0.977,-7.042,1,0.149,172.386,0.106,0
3540,Happy Mondays,"Wrote For Luck (12"" - Remastered version)",4w8UG8xvCL6mCcINUsZJch,0.0039,0.598,0.853,0.154,6,0.0655,-10.747,1,0.0541,101.825,0.819,0
3541,Charlie Peacock,After Lovin You (Love Life Album Version),2eWWljo6zOdksx516xlgN0,0.161,0.642,0.836,0.00552,5,0.879,-8.504,0,0.0508,100.919,0.786,0
3542,Die Bandbreite,Try to live,5dutYLWX9vEMZYn1omhh4c,0.0568,0.692,0.863,0,11,0.0671,-5.137,1,0.348,89.925,0.75,0
3543,Alan Silvestri,Full House,3MG8Qmyt5kzvNNAPsdrDu5,0.985,0.202,0.183,0.8,0,0.126,-16.931,1,0.0402,138.258,0.0762,0
3544,Tiny Tim,Stay Down Here Where You Belong,7rnuKO6Qk9DDPFmcGZjJca,0.882,0.565,0.449,0.00701,3,0.0922,-18.278,0,0.0551,103.76,0.531,0
3545,Dilated Peoples,World On Wheels,0vonGlSTjuQYe0yYJkU2Rf,0.0054,0.607,0.841,1.85E-05,10,0.963,-7.723,0,0.374,176.17,0.69,0
3546,Helmet,Tic,4iyW4RQlmcGj1i1igx17RD,0.000926,0.369,0.771,0.131,7,0.0792,-10.05,1,0.0633,143.971,0.392,0
3547,Rajery,Mahafinaritra,7H64vm3mpUXmF1UXvOlheN,0.663,0.892,0.834,0.00139,9,0.115,-7.35,0,0.0903,99.561,0.501,0
3548,Steinwolke,Erinnerung an die Meseta,3o7ObcbWt6RbkkrCdlKQZZ,0.307,0.42,0.489,0.886,7,0.776,-14.589,1,0.0433,126.821,0.317,0
3549,Mind Furniture,Hoop of Flame (III. Between Two Worlds),0BaG6IdCBdCpJhNSN6s4nt,0.149,0.308,0.823,3.56E-06,9,0.116,-9.35,1,0.0908,128.055,0.19,0
3550,Sukhbir,Balle Balle,1PLsTkbs6MDSpIKxwo5lzf,0.272,0.689,0.845,0.461,0,0.14,-10.78,0,0.0413,134.987,0.884,0
3551,Dixie Chicks,Hole In My Head,6wxVOknGabpV763hFCIkV8,0.151,0.602,0.87,0,2,0.0655,-6.878,1,0.0514,153.448,0.9,0
3552,Pyrolator,Passage To Melilla,14I21BorF669AQcdhe2CSg,0.822,0.595,0.912,0.878,9,0.329,-5.759,0,0.0411,135.38,0.521,0
3553,Johnny Horton,The Woman I Need (Honky Tonk Mind),0LwcRAGlAbact6jRilxMZW,0.265,0.632,0.624,1.35E-05,7,0.0376,-11.894,1,0.128,178.774,0.892,0
3554,Rajery,Mihodina ny tany,1Q6ccLFaQzs69DkKlCFqj2,0.812,0.816,0.7,0.00219,7,0.0796,-9.772,1,0.0719,115.427,0.72,0
3555,Josh Turner,What It Ain't,6t0EGwKbYrDMwht659TDAp,0.0104,0.484,0.9,6.02E-06,0,0.486,-4.701,1,0.0455,174.033,0.717,0
3556,Otis Spann,Someday Baby,3r5XcjIRcqm9tRMSmXfwD2,0.281,0.583,0.46,1.88E-06,2,0.0536,-9.124,1,0.0353,113.219,0.734,0
3557,Anneli Drecker,Fire Alarm,5CJPDBq6ZnJDjLTLVcxUgm,0.177,0.648,0.694,0.00308,8,0.047,-6.596,1,0.0642,119.944,0.713,0
3558,Beogradski Sindikat,Plejersko ponasanje,2LkU9XfaR2oHCWay1pUV6F,0.106,0.846,0.921,0,5,0.352,-3.133,1,0.203,95.003,0.884,0
3559,Cartel,Georgia,4doqXdpuEWmQtjTOEGujdJ,0.000165,0.479,0.853,4.03E-06,0,0.257,-4.199,0,0.0319,152.034,0.497,0
3560,Freddie King,Key To The Highway,1iLr1O2gtdvj5vNlpubkVw,0.62,0.676,0.383,0.000529,6,0.0479,-11.461,1,0.0317,158.784,0.856,0
3561,Ms. Dynamite,Natural High (Interlude),2FNY5fVH5juOLL1pWdEZa7,0.871,0.634,0.265,0,9,0.364,-13.769,0,0.17,110.24,0.636,0
3562,Marc Lavoine,Je N'ai Plus Rien A Te Donner,6By7mpeXYM6lDBLTNcIwyG,0.328,0.648,0.33,0.000104,9,0.084,-14.124,0,0.0331,116.58,0.235,0
3563,Captain Hollywood Project,All I Want,4EK4JdNDagDd8fVqMwf5Jn,0.102,0.717,0.677,0.0794,4,0.0912,-12.76,0,0.0662,109.877,0.267,0
3564,Roy Drusky,Worried Mind,29qW6WhgoGfQh91lgekjzF,0.993,0.446,0.266,0.000725,6,0.109,-12.72,1,0.0367,92.592,0.546,0
3565,Johnny Nash,I See God,5J56QCydebFMbimIf9HuTS,0.919,0.174,0.162,0.00177,3,0.115,-15.235,1,0.0354,84.476,0.108,0
3566,Jeanne Pruett,Love Me,785dSCsK5da7AHL7ig7FGY,0.143,0.569,0.261,0,0,0.988,-15.702,1,0.036,81.544,0.319,0
3567,John Mayer,Comfortable,26PnyFUmYdeRG7nQrsTpHc,0.806,0.328,0.129,3.61E-06,5,0.105,-13.523,1,0.0286,84.73,0.114,0
3568,A Skylit Drive,Ability To Create A War,3T8ObEDXJV1IBOZh7kYPqJ,0.00518,0.212,0.719,0.00147,10,0.145,-6.172,1,0.0393,139.903,0.0351,0
3569,Daughters,Pants_ Meet Shit,0zEEIptTgLiPmugk7AXBTl,1.40E-05,0.251,0.969,0.524,6,0.19,-4.514,0,0.0869,79.098,0.289,0
3570,John Michael Talbot,Fan Into Flame,1jdRDsSGaHmmBKC1osZdXw,0.786,0.267,0.154,1.10E-05,2,0.138,-13.775,1,0.041,200.828,0.666,0
3571,Fiasko,Hot Rod,3EE27EeuFVh2re8JLXd7WI,0.00209,0.794,0.514,0.862,0,0.0899,-8.099,0,0.0912,126.006,0.382,0
3572,Flickerstick,Coke (Live),2uN4KPwBXqK9EltcdItTBK,0.00671,0.216,0.883,0,1,0.808,-6.383,1,0.0541,168.535,0.533,0
3573,Fania All Stars,Soul makossa,6TVu1qTFdjM8MZMQDlzIUz,0.393,0.512,0.613,0.0637,0,0.666,-14.208,1,0.0761,120.601,0.714,0
3574,Monty Are I,In This Legacy,6WcGiZeqbF6HU76wI3V4Ov,0.0012,0.396,0.981,4.27E-05,8,0.298,-4.051,0,0.194,189.957,0.431,0
3575,Anti-Flag,Death Of A Nation,35zEFTbVh7KVLwMXCUkihJ,0.000559,0.494,0.896,0,1,0.387,-14.511,1,0.0839,94.263,0.496,0
3576,Midnight Fish,Baby Here I Am,5rEdQUnxFXxxUyS7ITEVwb,0.0181,0.736,0.592,0,9,0.0559,-6.193,1,0.268,145.094,0.818,0
3577,King Curtis,The Lone Prairie,34B0ro3mBNulvq3OW85cuU,0.754,0.536,0.675,0.859,9,0.233,-7.261,1,0.0391,135.91,0.848,0
3578,Mariano Yanani,Adagio (Albinoni),0UbbIJqDq3oU6NSUXFaRez,0.966,0.0965,0.271,0.605,7,0.228,-14.178,0,0.0427,73.542,0.0524,0
3579,Albert Ayler,Music Is The Healing Force Of The Universe,7CswNoJUJcH5ehTMKfzfu9,0.534,0.31,0.725,7.52E-05,4,0.365,-7.439,1,0.0755,90.362,0.422,0
3580,The Jackson Southernaires,When We All Get To Heaven,5SMCI63pYJOA6ltnN5Zll1,0.617,0.459,0.507,3.32E-06,2,0.129,-7.806,1,0.0352,113.566,0.253,0
3581,Casiotone For The Painfully Alone,Bad People,6DQVnpZkb2FGsKBMSE6xGN,0.00117,0.622,0.939,0.941,0,0.0936,-9.432,1,0.116,201.636,0.105,0
3582,Commander Cody And His Lost Planet Airmen,Riot In Cell Block #9,5AfpkAe3TfsWPBxz1NC6WO,0.54,0.507,0.827,7.43E-05,5,0.99,-8.757,1,0.28,123.545,0.612,0
3583,Hank Locklin,Send Me The Pillow You Dream On,5zVjs89nsOIT7I90ETawau,0.84,0.595,0.308,4.08E-06,3,0.0942,-11.626,1,0.0333,119.755,0.624,0
3584,Johnny Osbourne,We Need Love,4JJujAzfb9Q4m1SJb4OQRS,0.741,0.798,0.563,0,9,0.19,-6.687,0,0.145,103.314,0.862,0
3585,Tex Williams,Start Even,1VTU6YYmXJZmhc4jiN7FPt,0.838,0.659,0.311,2.03E-05,4,0.0768,-11.598,1,0.111,110.11,0.411,0
3586,themselves,You Devil You,4xQ1c5U76S1rcxHYxQE5UB,0.399,0.49,0.604,0.257,8,0.482,-11.946,1,0.167,120.323,0.268,0
3587,Vangelis,Other Side Of Antarctica,717mHCBgkTNyE9G9qrt5AU,0.0374,0.158,0.214,0.136,1,0.118,-18.958,0,0.0368,133.113,0.039,0
3588,Dexys Midnight Runners,Spiritual Passion (aka Dubious),5UUEuHiuiRszWmE4vn1F95,0.00484,0.492,0.792,0.873,4,0.176,-8.702,0,0.0296,118.686,0.861,0
3589,Williamson,Breathe Easy,0n5kVyWQ9pmivACn9sB6BR,0.84,0.312,0.431,0.00084,4,0.092,-9.36,1,0.0477,77.433,0.213,0
3590,Bad Company,Simple Man,5XRmc3McELYoBc2rj0P39u,0.151,0.532,0.503,1.05E-06,0,0.262,-9.645,1,0.0337,143.029,0.774,0
3591,Janis Joplin,Get It While You Can,3dOfHE5J4Qsj1hJ35vnfn4,0.58,0.39,0.443,0.000184,5,0.125,-9.629,1,0.0298,147.016,0.344,1
3592,Jay & The Americans,Let's Lock The Door (And Throw Away The Key),4u3hbJHvz3ROzMi7gLm7x0,0.694,0.653,0.649,0,7,0.748,-9.534,1,0.04,131.133,0.834,1
3593,Dave Brockie Experience,Too Much Stuff,5UDoSphfB1agTFhGReCfqQ,0.0885,0.633,0.943,0.00436,11,0.288,-3.722,1,0.0537,93.619,0.806,0
3594,Beat Pharmacy,Floating (Edit),5SFew6BpZHtdeDBdxFdSRj,0.291,0.808,0.435,0.858,1,0.123,-14.452,1,0.0764,123.997,0.231,0
3595,Tommy Sands,A Bundle Of Dreams,0QjpGAdCvBKrYUb0XzAZbN,0.799,0.625,0.26,1.70E-06,7,0.0626,-18.688,1,0.038,95.104,0.8,0
3596,John Digweed,Warung Beach,0g7T6ZTsWgOrMoo7GEwPeN,0.0553,0.805,0.679,0.874,9,0.282,-11.602,1,0.0543,124.993,0.629,0
3597,Mariano Yanani,Stuck In A Moment You can't Get Out Of,3LmswpQUFWz39e8lIkhfMI,0.485,0.588,0.276,0.504,4,0.148,-14.859,1,0.0337,164.165,0.328,0
3598,Angelo Badalamenti,Vera Begs Dylan,1zXEtjL7jPP8ZEfmcfmmgO,0.943,0.119,0.166,0.885,9,0.116,-16.129,1,0.0399,84.914,0.0302,0
3599,Vanessa Bell Armstrong,Wonderful One,36QlLljvzmCf0ABPtCwHhE,0.635,0.382,0.391,0,1,0.0807,-8.273,0,0.0366,122.841,0.0901,0
3600,The Irish Rovers,Up Among The Heather,1pP6ikId3spq6bwqogVopV,0.424,0.364,0.976,0.0716,4,0.246,-3.344,0,0.125,192.608,0.842,0
3601,White Heart,Answer The Call (Powerhouse Album Version),4FmMID3iwZmQqMfpZAEXCx,0.3,0.586,0.747,0.00118,9,0.165,-11.312,1,0.04,96.861,0.821,0
3602,All Shall Persih,The True Beast,0cv5e2j3hQGmacNcL5GFxA,0.000108,0.364,0.992,0.703,11,0.031,-2.449,1,0.148,199.954,0.112,0
3603,Les Bantous De La Capitale,Masuwa,0nlUW6a2JuXRwKBzounRsg,0.931,0.838,0.348,0.698,5,0.104,-13.542,1,0.0496,136.069,0.898,0
3604,Jim Kweskin,Eight More Miles To Louisville,4aq6JVn75lMqUNiXXW8SPf,0.823,0.69,0.255,0,0,0.103,-12.642,1,0.0423,99.834,0.683,0
3605,Pumpkin Buzzard,The Sector of Foliage,0socivBHSFx0pOqjzqpkZc,0.191,0.302,0.721,1.58E-05,11,0.106,-5.221,0,0.0485,104.856,0.293,0
3606,Jan Wayne,Groovin',6W7l65kqEDbGauWLGmdmu3,0.0611,0.78,0.941,0.00511,2,0.0823,-5.459,0,0.0944,140.014,0.464,0
3607,Alicia Keys,If I Was Your Woman,0IHa9skAs65KA2AIH4RGFb,0.13,0.75,0.473,5.10E-06,10,0.656,-7.71,0,0.12,82.967,0.627,0
3608,Mariah Carey,Clown,5PIkwFAZ5Vov3M6NFYNnAH,0.651,0.698,0.417,0,7,0.383,-9.355,1,0.0587,119.936,0.617,0
3609,The Unborn Chikken Voices,Again And Again,0tbrwZ3DDyinIhZQLrJVsd,0.000131,0.513,0.566,0.00045,2,0.0567,-5.824,1,0.0412,170.02,0.461,0
3610,Kathy Troccoli,How Deep The Father's Love For Us,3YfHGlukPKVUkSK0PIuU4a,0.94,0.394,0.0556,0,10,0.104,-15.685,1,0.0331,106.371,0.299,0
3611,Karan Casey,Sliabh Geal gCua,65svmQ3SjiQBvTpziy8HaH,0.986,0.417,0.0459,0,3,0.186,-17.416,1,0.0417,105.75,0.445,0
3612,Jeckyll & Hyde,Time Flies,0cUKcWVeHAayLVN6wGLiAG,0.00116,0.741,0.979,0.69,7,0.813,-6.869,0,0.0639,140.005,0.728,0
3613,ISRAEL & NEW BREED,Not Forgotten,5KPwZz5lCLL0XQTlxnB2JB,0.153,0.608,0.928,0,6,0.944,-3.737,0,0.0691,96.96,0.536,0
3614,Jessica Simpson,Take My Breath Away,7AHZb0GnILBBitj0MxObO5,0.252,0.568,0.607,0,7,0.25,-6.006,1,0.0271,99.692,0.405,1
3615,Becoming The Archetype,End Of The Age,7BnRNLfYm8kpg0cegcqN9h,7.98E-05,0.402,0.863,0.182,2,0.0401,-5.091,0,0.0663,170.328,0.138,0
3616,Antimatter,Expire,0d9I9RY7RZyqyqHlsQqlod,0.23,0.46,0.486,0.137,6,0.477,-9.402,1,0.0351,172.39,0.0516,0
3617,Storyville,Talk To Me,3Vr5B9Fnv96QBExTYTUvkt,0.534,0.762,0.382,0.000271,2,0.0701,-10.221,1,0.0302,91.992,0.598,0
3618,Jacques Dutronc,L'Homme De Paille,4JhccbAAWlcaM0ZB2YqlBh,0.399,0.644,0.647,0,7,0.351,-9.709,1,0.098,127.299,0.42,0
3619,Vilma Palma,Lluvia De Acido,49zgzRHhydB595Y1uJHkXE,0.000352,0.624,0.839,0.00982,2,0.337,-6.314,1,0.149,195.008,0.284,0
3620,Pursuit Of Happiness,She's So Young,6bKLaQjdWeI9Gxl8xvLusb,0.00036,0.492,0.697,0.0591,7,0.417,-11.022,1,0.0309,133.445,0.921,0
3621,The Smashing Pumpkins,Rotten Apples,3XFuPqz7LH9iiMLl4Q8YnN,0.266,0.352,0.302,9.28E-06,1,0.0951,-13.381,1,0.0303,94.558,0.295,0
3622,Zeromancer,Send Me An Angel,5h7zraqgGiQg1MSOjyOPUX,3.65E-05,0.597,0.672,0.0455,2,0.372,-6.15,0,0.0356,130.038,0.265,0
3623,Bad Brains,At The Movies (Live),0lPHs3CWVaq62dIu4zKR6o,0.0012,0.329,0.993,0.877,9,0.931,-8.761,1,0.161,121.676,0.0355,0
3624,Don Gibson,Blue Blue Day,0lgckCZ94ZjtCBpjfRL5Su,0.794,0.729,0.486,0,4,0.192,-10.84,1,0.0299,100.161,0.978,1
3625,Miossec,Regarde Un Peu La France,6BqZcFfy8eKEX0uIp4SnxE,0.345,0.496,0.676,0.0704,0,0.236,-8.416,1,0.0606,166.224,0.614,0
3626,Redman,Muh- F***a,4Zg3NdPzdGMFEUitbWwo3q,0.237,0.794,0.973,0.00277,7,0.221,-5.991,1,0.316,93.217,0.487,0
3627,Beastie Boys,Eugene's Lament,18SkB6YUbnY4L23yc1tMCx,0.0103,0.577,0.349,0.406,4,0.484,-13.773,1,0.0315,142.614,0.544,0
3628,Boyz II Men,Motownphilly,4LxIGAVfcQIw0zAQRyFhU8,0.0143,0.754,0.857,2.14E-05,2,0.278,-9.699,1,0.0605,114.144,0.785,1
3629,Jay & The Americans,Tomorrow,2CoGJJwHuq7ask8pCZ8hAS,0.748,0.68,0.785,4.25E-05,9,0.324,-7.307,1,0.0316,119.022,0.689,0
3630,1. Futurologischer Congress,Tokyo,10Am6qskXDLZyQG5SXyfnH,0.0971,0.766,0.464,0.294,8,0.418,-13.607,1,0.0826,164.346,0.77,0
3631,Rui Da Silva,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),1zlOKLsVjdyLjw6v58vk3J,0.0159,0.812,0.712,0.442,4,0.0646,-9.292,0,0.147,127.993,0.49,0
3632,Metallica,Metal Militia,5gQ0LTbcX7gpQDg39gNLH8,8.08E-05,0.166,0.956,0.00515,9,0.118,-5.307,1,0.145,176.217,0.238,0
3633,Champion Jack Dupree,One Scotch_ One Bourbon_ One Beer,6BaVM8keVeen0I1YOKPjqA,0.127,0.432,0.667,0.000294,0,0.181,-7.849,1,0.044,173.727,0.907,0
3634,Seguridad Social,Un Pensamiento,5MDGsjeKQd5ZN2wqOTGg9x,0.00238,0.457,0.809,0.00369,5,0.16,-10.501,1,0.119,107.709,0.75,0
3635,Foo Fighters,Overdrive,5kxa7byBuZ5MuY7RrIyRL6,0.000193,0.393,0.985,0,2,0.153,-2.594,1,0.114,157.952,0.311,0
3636,Dynamite Deluxe,Zap Zap,4A8UNyWXMzdYcocenPiQ7n,0.113,0.779,0.642,0,7,0.0492,-8.355,1,0.116,93.391,0.572,0
3637,Bill Murk,Morning Has Broken,07YR5yq9HRz75WbLxCuboR,0.978,0.204,0.287,0.688,0,0.18,-10.865,1,0.0315,106.623,0.137,0
3638,The Baltimore Consort,The Beautiful Shepherdess of Arcadia,50UHv1QxGvJp4dTM1Sgihr,0.975,0.465,0.0671,1.78E-06,7,0.0769,-20.821,0,0.0393,127.296,0.58,0
3639,Rod Piazza & The Mighty Flyers,She Made My Blood Run Cold,7syOOU937ZixNqBKW8T7Pp,0.441,0.734,0.577,8.26E-06,8,0.0481,-7.274,0,0.0415,117.228,0.796,0
3640,Utopia,Hiroshima,7mEYunr23o047tHh27mhDd,0.525,0.363,0.518,0.000811,2,0.394,-10.723,1,0.0423,110.679,0.367,0
3641,Al Toomer,Finish the Job,4rlCWFK2yIPEOOUFsYe5F2,0.898,0.513,0.658,0,9,0.724,-14.432,1,0.915,57.084,0.503,0
3642,John Brown,Ms. Marseilles,1z5E7bq7USohcr7n8BbohO,0.00301,0.745,0.675,6.92E-05,6,0.507,-8.175,1,0.0314,101.075,0.694,0
3643,David Raksin,The Bad And The Beautiful,5Diki6JP8d5MdlY7w24sC0,0.844,0.153,0.146,0.866,8,0.103,-18.992,1,0.0357,86.796,0.033,0
3644,Facto Delafe y las flores azules,Desde el este,3qJ588MifWAmC9wuJnG84B,0.0292,0.85,0.539,0.0397,3,0.0549,-7.109,1,0.0327,96.031,0.956,0
3645,Toni Braxton,Let Me Show You The Way (Out),07KpA5ZHXUqHHB7FsfyW9n,0.0362,0.62,0.755,0.000777,6,0.341,-4.782,0,0.169,181.972,0.658,0
3646,The Waybacks,McHattie's Waltz,3X7LneclbRRkejkdmzeN5v,0.447,0.418,0.156,0.043,0,0.0881,-13.293,1,0.0282,80.377,0.388,0
3647,Dave Alvin,Somewhere In Time,0uWlB0hav9zXbmBqGcFrmv,0.0714,0.772,0.361,0.137,2,0.0996,-12.925,1,0.0379,107.58,0.66,0
3648,Amorphis,And I Hear You Call,3cjaPgsQn6KQSYibN8HaMV,0.00146,0.192,0.984,0.341,0,0.126,-4.579,1,0.115,133.916,0.248,0
3649,Sugar Minott,Jah Jah Children,3YTRDvkbr9VGalyx7Su24U,0.267,0.685,0.466,1.89E-06,7,0.119,-13.802,1,0.152,84.383,0.325,0
3650,Kane,All I Can Do,1bTY8IZ08bALcrTH1Y04Cy,0.111,0.266,0.317,0.000238,8,0.137,-8.912,1,0.0416,184.326,0.169,0
3651,Alexisonfire,Mailbox Arson,4opHvYWsCppvUDzg9lanoM,0.000346,0.196,0.945,1.40E-05,0,0.575,-4.416,0,0.0829,180.565,0.403,0
3652,Bob Margolin,Lost Again,79uO3LpHypm89hheeyUs6X,0.00746,0.447,0.838,0.00446,9,0.125,-5.806,1,0.0393,118.82,0.712,0
3653,Deitrick Haddon,Don't Take Your Spirit Away,6aatlkrCJqvMMoIEVJXPnr,0.171,0.807,0.617,0.000255,0,0.0868,-6.606,1,0.0357,131.071,0.884,0
3654,Jonny Lang,One Person At A Time,2xnxaEQiLsOwD5nW4il3do,0.0332,0.763,0.601,0,2,0.09,-6.928,0,0.0953,111.252,0.827,0
3655,Line Renaud,Vous Qui Passez Sans Me Voir,58zMHmOIpJ5wCjbm9rwSd3,0.878,0.285,0.306,0.076,2,0.109,-12.431,1,0.0364,77.188,0.12,0
3656,Aswad,Your Recipe,4ibP5e0CTCDn5OIiQ72DXU,0.411,0.747,0.399,1.43E-05,5,0.691,-14.761,0,0.077,143.552,0.775,0
3657,The Plimsouls,Women,4GBWd5tYeywgwIGOH9VhJI,0.115,0.231,0.829,5.78E-06,4,0.942,-6.169,1,0.0699,161.846,0.438,0
3658,Amorphis,Privilege of Evil (From the Privilege of Evil EP),4WZ11XYmeAx3geqc8oSHI8,0.0683,0.144,0.974,0.93,2,0.329,-5.352,1,0.149,82.639,0.0357,0
3659,Sabda Brahma,Highest State of Consciousness,09pOSieLIsb92AmPvyMqKl,0.0205,0.702,0.941,0.729,5,0.614,-5.305,0,0.0527,158.009,0.658,0
3660,Johnny Winter,Be Careful With A Fool,3YGsgJqtIWKjMjZtKLk11Z,0.282,0.294,0.736,0.0418,7,0.102,-7.961,0,0.151,208.576,0.753,0
3661,Adalberto Santiago,Tu Me Desesperas,1ZLopImd6BQ46SRJa7RRZ0,0.674,0.717,0.854,0.000878,2,0.341,-2.714,0,0.0373,103.019,0.917,0
3662,Eddie,Lombrigas e os vermes,7rqVDpSyTIW1dsfG372Xd0,0.226,0.713,0.875,3.88E-05,6,0.633,-4.9,0,0.0376,87.499,0.964,0
3663,Charlie Patton,34 Blues,25jp661J0fndUAyIrYhR1w,0.994,0.51,0.0924,2.08E-05,6,0.162,-17.944,1,0.0412,102.159,0.301,0
3664,Yank Rachell,It Seems Like A Dream,74nLClhuQab8SiVemrcF0S,0.897,0.653,0.326,4.86E-06,7,0.287,-10.867,1,0.164,102.791,0.795,0
3665,Raze,The Plan (The Plan Album Version),0dfncGnaBY81dfwXkyJmbr,0.0666,0.757,0.875,1.53E-05,6,0.339,-3.252,1,0.0376,108.841,0.94,0
3666,V Sinizter,Valentine's Day,7tz1HgyMa1q1WsUAydgY3z,0.206,0.754,0.76,0,6,0.219,-5.789,1,0.307,91.824,0.516,0
3667,Orbit,Break,0vWdeB4w6ZxC7c5KrIHjRH,0.0246,0.48,0.912,0.57,0,0.144,-5.246,1,0.0473,113.951,0.395,0
3668,Hi-Fi Companions,Amoria,7frAdLgS5I59wj0fIiGOAk,0.000511,0.605,0.776,0.119,4,0.108,-8.085,0,0.0404,130,0.504,0
3669,Marlene Dietrich,Laziest Gal In Town,1tFqctV11xJiw6SkziVAED,0.898,0.48,0.334,4.79E-06,3,0.101,-12.247,1,0.0523,99.812,0.406,0
3670,Mr. Kilombo,De la mano de un chulo,0FlePoN0Lg9dAYIwUhA69u,0.278,0.719,0.912,0,4,0.103,-4.45,0,0.151,105.992,0.807,0
3671,Jope Ruonansuu,Aattelepa ite,3j3F11wZTo4vN9uWHParRh,0.0745,0.91,0.716,0,7,0.0793,-7.661,1,0.373,90.025,0.473,0
3672,Akon,Don't Matter,7I6DceMT3utDOHjcYCbrr4,0.244,0.798,0.443,0,2,0.326,-6.062,1,0.0403,125.232,0.354,1
3673,Eurythmics,Better To Have Lost In Love (Than Never To Have Loved),2gnym3haNBKGuS2WWOi1bc,0.0308,0.495,0.883,0.00149,5,0.716,-6.158,0,0.0395,140.413,0.435,0
3674,Tom Petty And The Heartbreakers,Christmas All Over Again,30SNjazZhzunhAWCjhdyyD,0.0592,0.521,0.831,0,9,0.344,-8.183,1,0.0326,138.803,0.693,0
3675,F.I.R.,I Am Here,3AoeaZs8dFemFJr3JdzOL0,0.639,0.651,0.402,7.73E-05,11,0.0765,-9.303,1,0.028,119.873,0.258,0
3676,John Mayall & The Bluesbreakers,I'm Your Witchdoctor,4BKcz6QH2wuuA3yMa2MMjF,0.0319,0.358,0.39,0.00026,9,0.0871,-13.872,0,0.0302,78.309,0.748,0
3677,Thirst,Planet E.,3YADkDsZKTQZVKHSK1Quyg,0.038,0.805,0.678,0,10,0.123,-8.563,0,0.312,90.947,0.777,0
3678,Faithless,I Want More - Part 1,42Bm4x42g8W1We8ofQpgLW,0.087,0.683,0.559,0.137,1,0.488,-10.262,1,0.0317,135.987,0.333,0
3679,Isabel Pantoja,13 De Mayo,3gSp211jOUqQlGSMEYLV5X,0.875,0.368,0.538,0,4,0.749,-5.053,0,0.0469,86.104,0.144,0
3680,Pee Wee King,Slow Poke,0h45YvcNfRRpf5D34vVgOr,0.732,0.756,0.175,2.47E-06,7,0.0737,-15.094,1,0.138,133.907,0.783,0
3681,Mystic Revelation of Rastafari,Song,0OXdj53MIa0vX5yF3iNQFI,0.11,0.678,0.342,0.836,1,0.139,-21.252,1,0.241,120.032,0.528,0
